Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;2,8%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;2,7%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;2,6%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;2,8%;0,2%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;1,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;2,7%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;2,6%;0,2%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;2,7%;0,3%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;2,6%;0,2%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,0%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;2,5%;0,2%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,8%;0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,1%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;2,6%;0,2%;0,0%;0,1%;0,1%;0,2%;0,2%;0,9%;0,9%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;2,5%;0,3%;0,1%;0,1%;0,1%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;2,5%;0,3%;0,1%;0,1%;0,1%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;2,5%;0,2%;0,1%;0,1%;0,1%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;2,4%;0,2%;0,1%;0,1%;0,1%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;2,5%;0,3%;0,1%;0,1%;0,0%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;2,4%;0,2%;0,1%;0,1%;0,0%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;2,4%;0,2%;0,1%;0,1%;0,0%;0,1%;0,2%;1,0%;0,7%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;2,4%;0,3%;0,1%;0,1%;0,0%;0,1%;0,2%;1,0%;0,7%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;2,4%;0,2%;0,1%;0,1%;0,0%;0,1%;0,2%;0,9%;0,8%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;2,6%;0,2%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,8%;0,0%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;2,6%;0,3%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,8%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1915;2,7%;0,3%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,9%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1916;2,8%;0,2%;0,1%;0,1%;0,1%;0,1%;0,2%;1,1%;0,9%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1917;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,2%;1,3%;1,0%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,2%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1918;3,1%;0,3%;0,1%;0,1%;0,1%;0,2%;0,3%;1,2%;0,9%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,2%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1919;3,1%;0,3%;0,1%;0,1%;0,1%;0,2%;0,3%;1,1%;1,0%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,1%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1920;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,2%;0,9%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,1%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1921;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,2%;0,9%;0,1%;0,0%;0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,1%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1922;3,0%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,2%;0,8%;0,1%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,2%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1923;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,4%;0,9%;0,1%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,3%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1924;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,3%;0,9%;0,1%;0,0%;-0,0%;0,1%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,2%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1925;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,5%;0,7%;0,1%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,4%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
